b0x, b0y, b0vx, b0vy,b1x, b1y, b1vx, b1vy,b2x, b2y, b2vx, b2vy
0.2763711,4.1893234,-0.2865197,-1.000107,6.085278,0.7244751,0.19706759,0.35550177,-3.0307748,1.5472978,0.54547787,-0.065830156
0.27398363,4.1795263,-0.28689444,-1.0015912,6.0871325,0.7281355,0.19598901,0.35569614,-3.0249782,1.5472021,0.5468298,-0.06414243
0.2715923,4.1697164,-0.2872521,-1.003056,6.0889745,0.7317959,0.19488855,0.35584795,-3.019173,1.5471233,0.548182,-0.062433716
0.2691973,4.1598935,-0.28758872,-1.0044957,6.090804,0.73545575,0.19376212,0.35595194,-3.013359,1.5470617,0.5495346,-0.060704693
0.26679882,4.1500583,-0.28790477,-1.0059099,6.0926213,0.7391145,0.19261047,0.3560076,-3.0075366,1.5470175,0.55088735,-0.058955316
0.26439714,4.140211,-0.2882007,-1.0072981,6.0944257,0.7427718,0.19143435,0.35601452,-3.0017054,1.5469909,0.5522399,-0.057185546
0.26199242,4.130352,-0.28847697,-1.0086601,6.0962167,0.746427,0.19023453,0.35597226,-2.9958656,1.546982,0.55359185,-0.055395376
0.25958484,4.120481,-0.28873402,-1.0099953,6.0979943,0.7500797,0.18901177,0.3558804,-2.9900172,1.5469912,0.5549429,-0.053584807
0.2571746,4.110599,-0.2889723,-1.0113035,6.0997586,0.7537293,0.18776688,0.35573858,-2.98416,1.5470186,0.55629265,-0.051753853
0.25476193,4.1007056,-0.28919223,-1.0125843,6.101509,0.7573753,0.18650065,0.3555464,-2.9782941,1.5470644,0.55764073,-0.04990255
0.25234696,4.0908017,-0.28939432,-1.0138373,6.1032457,0.76101726,0.18521391,0.35530353,-2.9724195,1.5471288,0.5589867,-0.048030943
0.24992989,4.0808873,-0.28957894,-1.0150621,6.1049685,0.76465464,0.18390745,0.35500962,-2.9665363,1.5472119,0.5603302,-0.046139102
0.24751088,4.0709624,-0.28974658,-1.0162584,6.106677,0.7682869,0.18258213,0.35466436,-2.9606445,1.5473139,0.5616707,-0.0442271
0.24509008,4.0610275,-0.28989768,-1.0174258,6.108371,0.77191347,0.18123877,0.35426745,-2.9547439,1.5474352,0.5630079,-0.042295042
0.24266768,4.051083,-0.29003268,-1.018564,6.11005,0.77553385,0.17987825,0.3538186,-2.9488347,1.5475757,0.56434125,-0.040343028
0.24024382,4.0411296,-0.290152,-1.0196726,6.111715,0.77914757,0.17850143,0.35331756,-2.9429166,1.5477358,0.5656703,-0.038371194
0.23781866,4.031167,-0.29025608,-1.0207514,6.1133647,0.782754,0.17710915,0.3527641,-2.93699,1.5479157,0.5669946,-0.03637968
0.23539233,4.021196,-0.29034537,-1.0217998,6.1149993,0.7863527,0.17570233,0.352158,-2.9310548,1.5481155,0.56831366,-0.034368645
0.23296498,4.011216,-0.29042026,-1.0228176,6.116619,0.7899431,0.17428185,0.35149908,-2.925111,1.5483354,0.569627,-0.032338265
0.23053674,4.0012283,-0.29048142,-1.0238048,6.1182237,0.7935246,0.17284884,0.3507872,-2.9191587,1.5485758,0.57093406,-0.030288491
0.22810785,3.9912322,-0.29053596,-1.0247711,6.1198125,0.7970971,0.17141229,0.3500241,-2.9131975,1.5488372,0.57223266,-0.028211106
0.22567835,3.9812276,-0.29058412,-1.0257163,6.121386,0.80065995,0.16997303,0.3492098,-2.9072275,1.54912,0.5735222,-0.026106518
0.22324827,3.9712152,-0.29062608,-1.0266399,6.1229444,0.8042127,0.1685319,0.34834427,-2.9012487,1.5494243,0.574802,-0.023975138
0.22081767,3.9611952,-0.29066208,-1.0275418,6.124487,0.80775476,0.16708973,0.3474276,-2.8952613,1.5497506,0.5760713,-0.0218174
0.21838649,3.9511676,-0.29069236,-1.028422,6.126014,0.8112857,0.1656486,0.3464587,-2.8892655,1.5500989,0.5773285,-0.019631956
0.21595445,3.9411323,-0.29071733,-1.0292822,6.1275253,0.8148052,0.16421258,0.34543458,-2.8832624,1.5504692,0.57856995,-0.017414575
0.2135216,3.9310896,-0.29073715,-1.030122,6.12902,0.8183127,0.16278271,0.3443553,-2.877252,1.5508617,0.57979476,-0.015165696
0.21108794,3.9210396,-0.290752,-1.0309412,6.1304994,0.8218077,0.16136,0.34322092,-2.8712347,1.5512769,0.5810021,-0.012885773
0.20865302,3.9109821,-0.29075873,-1.0317394,6.1319633,0.82528967,0.15993886,0.3420341,-2.8652108,1.5517145,0.58219475,-0.010577862
0.20621589,3.9009166,-0.29074693,-1.032517,6.133414,0.8287588,0.15849891,0.34080184,-2.8591821,1.552174,0.583384,-0.008248292
0.20377845,3.8908424,-0.29072475,-1.0332792,6.1348524,0.83221424,0.15704039,0.33952472,-2.853149,1.5526567,0.5845776,-0.005892556
0.20134147,3.88076,-0.29068986,-1.0340276,6.1362786,0.8356559,0.15555893,0.3381973,-2.847111,1.5531629,0.5857774,-0.0035032865
0.19890507,3.8706694,-0.29064274,-1.0347674,6.137692,0.8390836,0.15405636,0.33681554,-2.841068,1.5536929,0.58698183,-0.0010714729
0.19646934,3.8605707,-0.2905834,-1.0354984,6.1390924,0.84249675,0.15253304,0.3353791,-2.83502,1.554247,0.58819044,0.0014029522
0.19403438,3.8504639,-0.29051182,-1.0362202,6.14048,0.8458948,0.15098934,0.33388767,-2.828967,1.5548257,0.5894028,0.003920029
0.1916003,3.8403492,-0.290428,-1.0369327,6.141855,0.84927726,0.14942564,0.33234093,-2.822909,1.5554293,0.5906185,0.0064797984
0.18916719,3.8302267,-0.29033196,-1.0376357,6.143216,0.85264355,0.14784235,0.33073857,-2.8168461,1.5560584,0.59183705,0.009082299
0.18673515,3.8200965,-0.29022366,-1.0383289,6.144564,0.8559931,0.14623985,0.32908028,-2.8107781,1.5567133,0.593058,0.011727546
0.1843043,3.8099587,-0.2901031,-1.0390121,6.1458983,0.85932535,0.14461857,0.3273658,-2.8047051,1.5573945,0.59428084,0.014415558
0.1818747,3.7998133,-0.2899703,-1.039685,6.147219,0.8626398,0.14297894,0.32559478,-2.7986271,1.5581023,0.5955052,0.017146338
0.17944649,3.7896602,-0.28982526,-1.0403475,6.148526,0.8659358,0.14132138,0.323767,-2.7925441,1.558837,0.59673053,0.019919872
0.17701975,3.7794998,-0.28966796,-1.0409992,6.1498194,0.86921287,0.13964634,0.3218822,-2.786456,1.5595994,0.59795636,0.022736147
0.17459457,3.7693322,-0.28949845,-1.0416399,6.1510983,0.8724704,0.13795426,0.3199401,-2.780363,1.5603896,0.5991822,0.025595136
0.17217106,3.7591574,-0.28931668,-1.0422695,6.1523633,0.8757078,0.13624564,0.31794047,-2.774265,1.5612082,0.6004075,0.028496802
0.1697493,3.7489755,-0.2891227,-1.0428876,6.153614,0.87892455,0.13452092,0.3158831,-2.7681623,1.5620556,0.60163176,0.031441092
0.1673294,3.7387867,-0.28891653,-1.043494,6.1548505,0.88212,0.13278061,0.31376773,-2.7620544,1.5629321,0.6028545,0.03442795
0.16491145,3.728591,-0.28869817,-1.0440885,6.1560726,0.88529366,0.13102521,0.3115942,-2.7559419,1.5638382,0.60407513,0.03745729
0.16249554,3.7183883,-0.28846765,-1.0446708,6.1572804,0.88844484,0.1292552,0.30936226,-2.7498245,1.5647744,0.60529315,0.040529057
0.16008176,3.708179,-0.28822497,-1.0452408,6.1584735,0.891573,0.12747113,0.30707175,-2.7437024,1.565741,0.606508,0.04364314
0.1576702,3.697963,-0.28797016,-1.0457981,6.1596518,0.89467764,0.12567352,0.3047225,-2.7375758,1.5667384,0.6077192,0.04679944
0.15526024,3.6877408,-0.2877059,-1.0463499,6.160816,0.8977577,0.12387209,0.30232197,-2.7314441,1.5677669,0.60892004,0.049997363
0.15285164,3.6775124,-0.28743324,-1.046899,6.1619673,0.9008126,0.12207113,0.2998733,-2.7253075,1.5688269,0.6101075,0.053236544
