b0x, b0y, b0vx, b0vy,b1x, b1y, b1vx, b1vy,b2x, b2y, b2vx, b2vy
4.436071,-3.763512,0.238160,-0.124926,-2.185937,-3.431716,-0.307593,-0.345429,-3.431589,-1.498084,0.129697,-0.081064
4.438445,-3.764760,0.237424,-0.124821,-2.189028,-3.435141,-0.309053,-0.342486,-3.430270,-1.498925,0.131885,-0.084112
4.440812,-3.766007,0.236689,-0.124717,-2.192133,-3.438537,-0.310508,-0.339539,-3.428929,-1.499797,0.134066,-0.087165
4.443172,-3.767253,0.235955,-0.124612,-2.195253,-3.441902,-0.311957,-0.336586,-3.427567,-1.500699,0.136241,-0.090223
4.445524,-3.768498,0.235222,-0.124508,-2.198387,-3.445239,-0.313400,-0.333628,-3.426183,-1.501632,0.138410,-0.093286
4.447869,-3.769742,0.234490,-0.124405,-2.201535,-3.448545,-0.314839,-0.330665,-3.424777,-1.502595,0.140573,-0.096354
4.450206,-3.770986,0.233758,-0.124301,-2.204698,-3.451822,-0.316272,-0.327696,-3.423350,-1.503590,0.142730,-0.099427
4.452537,-3.772228,0.233027,-0.124198,-2.207875,-3.455070,-0.317700,-0.324722,-3.421901,-1.504615,0.144881,-0.102505
4.454860,-3.773468,0.232297,-0.124094,-2.211066,-3.458287,-0.319122,-0.321742,-3.420430,-1.505670,0.147026,-0.105590
4.457175,-3.774709,0.231567,-0.123992,-2.214271,-3.461475,-0.320540,-0.318756,-3.418939,-1.506757,0.149165,-0.108679
4.459484,-3.775947,0.230839,-0.123889,-2.217491,-3.464632,-0.321953,-0.315764,-3.417426,-1.507875,0.151299,-0.111775
4.461785,-3.777185,0.230111,-0.123786,-2.220724,-3.467760,-0.323361,-0.312766,-3.415892,-1.509024,0.153427,-0.114877
4.464079,-3.778422,0.229384,-0.123684,-2.223972,-3.470857,-0.324764,-0.309762,-3.414336,-1.510204,0.155550,-0.117984
4.466365,-3.779658,0.228657,-0.123582,-2.227234,-3.473925,-0.326163,-0.306752,-3.412760,-1.511415,0.157667,-0.121098
4.468645,-3.780893,0.227932,-0.123480,-2.230509,-3.476962,-0.327556,-0.303735,-3.411162,-1.512657,0.159779,-0.124219
4.470917,-3.782126,0.227207,-0.123378,-2.233799,-3.479970,-0.328945,-0.300711,-3.409543,-1.513930,0.161885,-0.127345
4.473182,-3.783359,0.226483,-0.123276,-2.237102,-3.482946,-0.330330,-0.297681,-3.407903,-1.515235,0.163986,-0.130479
4.475440,-3.784591,0.225759,-0.123175,-2.240419,-3.485893,-0.331710,-0.294643,-3.406242,-1.516571,0.166082,-0.133619
4.477690,-3.785822,0.225037,-0.123073,-2.243750,-3.488809,-0.333086,-0.291599,-3.404560,-1.517939,0.168173,-0.136766
4.479933,-3.787051,0.224315,-0.122972,-2.247095,-3.491694,-0.334457,-0.288547,-3.402858,-1.519338,0.170259,-0.139921
4.482169,-3.788280,0.223594,-0.122871,-2.250453,-3.494549,-0.335824,-0.285488,-3.401134,-1.520769,0.172340,-0.143082
4.484397,-3.789508,0.222873,-0.122771,-2.253825,-3.497374,-0.337187,-0.282421,-3.399390,-1.522231,0.174415,-0.146251
4.486619,-3.790735,0.222153,-0.122670,-2.257210,-3.500167,-0.338546,-0.279347,-3.397625,-1.523726,0.176486,-0.149428
4.488833,-3.791960,0.221435,-0.122570,-2.260609,-3.502930,-0.339901,-0.276265,-3.395840,-1.525252,0.178553,-0.152612
4.491041,-3.793185,0.220716,-0.122469,-2.264022,-3.505661,-0.341251,-0.273174,-3.394034,-1.526810,0.180614,-0.155804
4.493241,-3.794409,0.219999,-0.122369,-2.267448,-3.508362,-0.342598,-0.270076,-3.392207,-1.528400,0.182671,-0.159004
4.495434,-3.795631,0.219282,-0.122269,-2.270887,-3.511032,-0.343940,-0.266970,-3.390360,-1.530022,0.184723,-0.162213
4.497620,-3.796853,0.218566,-0.122170,-2.274340,-3.513671,-0.345279,-0.263854,-3.388492,-1.531676,0.186771,-0.165429
4.499798,-3.798074,0.217850,-0.122070,-2.277806,-3.516278,-0.346614,-0.260731,-3.386604,-1.533363,0.188814,-0.168654
4.501970,-3.799294,0.217136,-0.121971,-2.281286,-3.518854,-0.347945,-0.257598,-3.384695,-1.535082,0.190853,-0.171888
4.504134,-3.800512,0.216422,-0.121871,-2.284778,-3.521399,-0.349273,-0.254457,-3.382766,-1.536833,0.192887,-0.175131
